"MES_ANO_ACIDENTE","NATUREZA_DA_LESAO","AGENTE_CAUSADOR_ACIDENTE","INDICA_OBITO_ACIDENTE","POPULACAO","NOME_MUN","NOME_UF"
"01-FEB-19","Contusao, Esmagament","Alcali","Não","74299","Itapira","São Paulo"
"01-FEB-19","Contusao, Esmagament","Alcali","Não","74299","Itapira","São Paulo"
"01-FEB-19","Corte, Laceracao, Fe","Metal - Inclui Liga","Não","311854","Taubaté","São Paulo"
"01-FEB-19","Contusao, Esmagament","Ferramenta, Maquina,","Não","694534","Ribeirão Preto","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Veiculo, Nic","Não","62024","Batatais","São Paulo"
"01-FEB-19","Corte, Laceracao, Fe","Vidraria, Fibra de V","Não","71700","Amparo","São Paulo"
"01-MAR-19","Fratura","Veiculo Rodoviario M","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Lesoes Multiplas","Ser Vivo, Nic","Não","47748","Louveira","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","716109","Santo André","São Paulo"
"01-MAR-19","Distensao, Torcao","Escada Permanente Cu","Não","1194094","Campinas","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Metal - Inclui Liga","Não","432957","Santos","São Paulo"
"01-MAR-19","Fratura","Martelo, Malho, Marr","Não","671186","Sorocaba","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Animal Vivo","Não","1194094","Campinas","São Paulo"
"01-MAR-19","Luxacao","Madeira (Toro, Madei","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Empilhadeira","Não","1194094","Campinas","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Chao - Superficie Ut","Não","166753","Bragança Paulista","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Piso de Edificio - S","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Maquina, Nic","Não","468148","Mauá","São Paulo"
"01-MAR-19","Queimadura ou Escald","Balcao, Bancada - Mo","Não","121210","Catanduva","São Paulo"
"01-MAR-19","Fratura","Escada Movel ou Fixa","Não","440769","Mogi das Cruzes","São Paulo"
"01-MAR-19","Distensao, Torcao","Transportador, Nic","Não","366519","Itaquaquecetuba","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Maquina, Nic","Não","89943","São Roque","São Paulo"
"01-MAR-19","Fratura","Veiculo, Nic","Não","350400","Franca","São Paulo"
"01-MAR-19","Distensao, Torcao","Veiculo, Nic","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Fratura","Martelo, Malho, Marr","Não","234352","Itapevi","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Louca de Mesa e Outr","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Rua e Estrada - Supe","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Lesao Imediata","Caixa, Engradado, Ca","Não","150713","Mogi Guaçu","São Paulo"
"01-MAR-19","Contusao, Esmagament","Motocicleta, Motonet","Não","119090","Itatiba","São Paulo"
"01-MAR-19","Inflamacao de Articu","Reacao do Corpo a Mo","Não","40027","Promissão","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Telhado","Não","694534","Ribeirão Preto","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Veiculo, Nic","Não","56221","Jaguariúna","São Paulo"
"01-MAR-19","Contusao, Esmagament","Escada Movel ou Fixa","Não","456245","São José do Rio Preto","São Paulo"
"01-MAR-19","Lesoes Multiplas","Veiculo, Nic","Não","47361","Pedreira","São Paulo"
"01-FEB-19","Luxacao","Maquina Textil","Não","237112","Americana","São Paulo"
"01-FEB-19","Contusao, Esmagament","Calcada ou Caminho p","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Produto Biologico (S","Não","456245","São José do Rio Preto","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Escada Movel ou Fixa","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Calcada ou Caminho p","Não","160275","São Caetano do Sul","São Paulo"
"01-MAR-19","Luxacao","Escada Permanente Cu","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Distensao, Torcao","Carro de Mao","Não","456245","São José do Rio Preto","São Paulo"
"01-MAR-19","Fratura","Motocicleta, Motonet","Não","59371","Nova Odessa","São Paulo"
"01-MAR-19","Contusao, Esmagament","Alavanca, Pe-De-Cabr","Não","18775","Viradouro","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Serra - Maquina","Não","117561","Salto","São Paulo"
"01-MAR-19","Fratura","Andaime, Plataforma","Não","144820","Botucatu","São Paulo"
"01-MAR-19","Contusao, Esmagament","Dispositivo de Trans","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Ferramenta, Maquina,","Não","47748","Louveira","São Paulo"
"01-MAR-19","Fratura","Escada Movel ou Fixa","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Fratura","Motor Eletrico - Equ","Não","124453","Sertãozinho","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Serra - Maquina","Não","67859","Lençóis Paulista","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-JAN-19","Doenca, Nic","Temperatura Ambiente","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Engrenagem - Disposi","Não","713943","São José dos Campos","São Paulo"
"01-FEB-19","Corte, Laceracao, Fe","Puncao, Ponteiro, Va","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Alavanca, Pe-De-Cabr","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Produto Biologico (S","Não","15667","São Lourenço da Serra","São Paulo"
"01-FEB-19","Contusao, Esmagament","Piso de Edificio - S","Não","696850","Osasco","São Paulo"
"01-MAR-19","Queimadura ou Escald","Fogo-Chama,Material","Não","1194094","Campinas","São Paulo"
"01-MAR-19","Contusao, Esmagament","Passarela ou Platafo","Não","59371","Nova Odessa","São Paulo"
"01-FEB-19","Corte, Laceracao, Fe","Vidraria, Fibra de V","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Fratura","Piso de Mina - Super","Não","271306","Barueri","São Paulo"
"01-MAR-19","Fratura","Dispositivo de Trans","Não","116530","Poá","São Paulo"
"01-MAR-19","Lesao Imediata","Escavacao, Fosso, Tu","Não","374272","Bauru","São Paulo"
"01-MAR-19","Fratura","Motocicleta, Motonet","Não","1365899","Guarulhos","São Paulo"
"01-MAR-19","Fratura","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Contusao, Esmagament","Piso de Edificio - S","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Motocicleta, Motonet","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Luxacao","Chao - Superficie Ut","Não","271306","Barueri","São Paulo"
"01-MAR-19","Fratura","Prensa - Maquina","Não","17201","Potirendaba","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Puncao, Ponteiro, Va","Não","456245","São José do Rio Preto","São Paulo"
"01-MAR-19","Distensao, Torcao","Edificio ou Estrutur","Não","52785","Porto Feliz","São Paulo"
"01-MAR-19","Fratura","Veiculo Rodoviario M","Não","246908","Indaiatuba","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Prensa - Maquina","Não","13190","Presidente Bernardes","São Paulo"
"01-MAR-19","Fratura","Equip. para Trabalho","Não","46852","Mairinque","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Sucata, Entulho, Res","Não","121344","Barretos","São Paulo"
"01-MAR-19","Fratura","Ferramenta, Maquina,","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Fratura","Plastico - Inclui Po","Não","1365899","Guarulhos","São Paulo"
"01-MAR-19","Lesao Imediata","Arquivo, Fichario, E","Não","233744","Araraquara","São Paulo"
"01-MAR-19","Contusao, Esmagament","Veiculo Rodoviario M","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Queimadura ou Escald","Agua - Usar Quando O","Não","29456","Jarinu","São Paulo"
"01-MAR-19","Distensao, Torcao","Piso de Veiculo - Su","Não","303682","Limeira","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","100129","Caieiras","São Paulo"
"01-MAR-19","Contusao, Esmagament","Mobiliario e Acessor","Não","833240","São Bernardo do Campo","São Paulo"
"01-MAR-19","Contusao, Esmagament","Chao - Superficie Ut","Não","456245","São José do Rio Preto","São Paulo"
"01-MAR-19","Fratura","Equip. Eletrico, Nic","Não","24221","Cordeirópolis","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Metal - Inclui Liga","Não","172268","Itu","São Paulo"
"01-MAR-19","Contusao, Esmagament","Martelo, Malho, Marr","Não","77510","Lins","São Paulo"
"01-MAR-19","Fratura","Motocicleta, Motonet","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Luxacao","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-FEB-19","Corte, Laceracao, Fe","Plastico - Inclui Po","Não","414810","Jundiaí","São Paulo"
"01-MAR-19","Distensao, Torcao","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Fratura","Escada Movel ou Fixa","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Vidraria, Fibra de V","Não","456245","São José do Rio Preto","São Paulo"
"01-MAR-19","Fratura","Asfalto, Alcatrao, P","Não","694534","Ribeirão Preto","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Alicate, Torques, Te","Não","249415","São Carlos","São Paulo"
"01-MAR-19","Distensao, Torcao","Escada Permanente Cu","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Cais, Doca - Edifici","Não","671186","Sorocaba","São Paulo"
"01-MAR-19","Lesoes Multiplas","Motocicleta, Motonet","Não","1194094","Campinas","São Paulo"
"01-MAR-19","Distensao, Torcao","Chao - Superficie Ut","Não","39714","Guariba","São Paulo"
"01-MAR-19","Queimadura ou Escald","Agua - Usar Quando O","Não","42903","Itápolis","São Paulo"
"01-MAR-19","Lesao Imediata","Produto Biologico (S","Não","716109","Santo André","São Paulo"
"01-MAR-19","Contusao, Esmagament","Edificio ou Estrutur","Não","34726","Ibaté","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Maquina de Embalar o","Não","227353","Hortolândia","São Paulo"
"01-MAR-19","Fratura","Empilhadeira","Não","71700","Amparo","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Acido","Não","41622","Tietê","São Paulo"
"01-MAR-19","Contusao, Esmagament","Carro de Mao","Não","420934","Diadema","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Madeira (Toro, Madei","Não","136517","Santana de Parnaíba","São Paulo"
"01-MAR-19","Distensao, Torcao","Chao - Superficie Ut","Não","1365899","Guarulhos","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Vidraria, Fibra de V","Não","227072","Presidente Prudente","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Mobiliario e Acessor","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Contusao, Esmagament","Agente Infeccioso ou","Não","144820","Botucatu","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Calcada ou Caminho p","Não","716109","Santo André","São Paulo"
"01-MAR-19","Contusao, Esmagament","Edificio ou Estrutur","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Contusao, Esmagament","Calcada ou Caminho p","Não","311854","Taubaté","São Paulo"
"01-MAR-19","Fratura","Veiculo Rodoviario M","Não","420934","Diadema","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Animal Vivo","Não","88455","Arujá","São Paulo"
"01-MAR-19","Distensao, Torcao","Produto de Limpeza,","Não","249415","São Carlos","São Paulo"
"01-MAR-19","Fratura","Puncao, Ponteiro, Va","Não","192536","Santa Bárbara d'Oeste","São Paulo"
"01-MAR-19","Contusao, Esmagament","Barril, Barrica, Bar","Não","152433","Franco da Rocha","São Paulo"
"01-MAR-19","Queimadura ou Escald","Gas e Vapor","Não","48966","Cabreúva","São Paulo"
"01-MAR-19","Luxacao","Veiculo, Nic","Não","162231","Itapetininga","São Paulo"
"01-MAR-19","Fratura","Agua - Usar Quando O","Não","1194094","Campinas","São Paulo"
"01-FEB-19","Luxacao","Balcao, Bancada - Mo","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Doenca Contagiosa ou","Produto Biologico (S","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Contusao, Esmagament","Mobiliario e Acessor","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Alavanca, Pe-De-Cabr","Não","249415","São Carlos","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Produto Biologico (S","Não","1194094","Campinas","São Paulo"
"01-MAR-19","Contusao, Esmagament","Escada Permanente Cu","Não","41622","Tietê","São Paulo"
"01-MAR-19","Luxacao","Motocicleta, Motonet","Não","374272","Bauru","São Paulo"
"01-MAR-19","Queimadura Quimica (","Produto de Limpeza,","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Fratura","Veiculo, Nic","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Bicicleta","Não","59333","Mirassol","São Paulo"
"01-MAR-19","Concussao Cerebral","Superficie e Estrutu","Não","249415","São Carlos","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Macaco (Mecanico, Hi","Não","129760","Cubatão","São Paulo"
"01-MAR-19","Fratura","Maquina, Nic","Não","1365899","Guarulhos","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Animal Vivo","Não","74299","Itapira","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Metal - Inclui Liga","Não","696850","Osasco","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Superficie e Estrutu","Não","34998","Cravinhos","São Paulo"
"01-MAR-19","Luxacao","Veiculo Rodoviario M","Não","195874","Araçatuba","São Paulo"
"01-MAR-19","Contusao, Esmagament","Metal - Inclui Liga","Não","1194094","Campinas","São Paulo"
"01-MAR-19","Distensao, Torcao","Calcada ou Caminho p","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Contusao, Esmagament","Mobiliario e Acessor","Não","1365899","Guarulhos","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Veiculo, Nic","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Lesoes Multiplas","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Queimadura ou Escald","Forno, Estufa, Retor","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","285570","Taboão da Serra","São Paulo"
"01-MAR-19","Lesoes Multiplas","Veiculo, Nic","Não","694534","Ribeirão Preto","São Paulo"
"01-MAR-19","Fratura","Veiculo, Nic","Não","88276","Lorena","São Paulo"
"01-MAR-19","Distensao, Torcao","Motocicleta, Motonet","Não","1365899","Guarulhos","São Paulo"
"01-MAR-19","Luxacao","Chao - Superficie Ut","Não","713943","São José dos Campos","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Enxada, Enxadao, Sac","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Maquina, Nic","Não","456245","São José do Rio Preto","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Equip. de Guindar, N","Não","4809","Narandiba","São Paulo"
"01-MAR-19","Contusao, Esmagament","Escada Movel ou Fixa","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Metal - Inclui Liga","Não","278571","Sumaré","São Paulo"
"01-MAR-19","Lesao Imediata","Agente Infeccioso ou","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Animal Vivo","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Fratura","Motocicleta, Motonet","Não","17201","Potirendaba","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Animal Vivo","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Ferramenta Manual se","Não","43687","Orlândia","São Paulo"
"01-MAR-19","Distensao, Torcao","Chao - Superficie Ut","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Distensao, Torcao","Oleo Combustivel","Não","160275","São Caetano do Sul","São Paulo"
"01-MAR-19","Distensao, Torcao","Ferramenta, Maquina,","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Empilhadeira","Não","100496","Itanhaém","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Ceramica, Nic","Não","75638","Cajamar","São Paulo"
"01-MAR-19","Contusao, Esmagament","Ferramenta Manual se","Não","716109","Santo André","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Serra - Maquina","Não","694534","Ribeirão Preto","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Vidraria, Fibra de V","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Motocicleta, Motonet","Não","166753","Bragança Paulista","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Ferramenta, Maquina,","Não","21110","Pradópolis","São Paulo"
"01-MAR-19","Queimadura ou Escald","Fogo-Chama,Material","Não","1365899","Guarulhos","São Paulo"
"01-MAR-19","Fratura","Metal - Inclui Liga","Não","46251","Pederneiras","São Paulo"
"01-FEB-19","Contusao, Esmagament","Acido","Não","74299","Itapira","São Paulo"
"01-FEB-19","Queimadura Quimica (","Substancia Quimica,","Não","713943","São José dos Campos","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Motocicleta, Motonet","Não","271306","Barueri","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Faca, Facao- Ferrame","Não","400949","Piracicaba","São Paulo"
"01-MAR-19","Lesao Imediata","Madeira (Toro, Madei","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Luxacao","Escada Movel ou Fixa","Não","1365899","Guarulhos","São Paulo"
"01-MAR-19","Distensao, Torcao","Chao - Superficie Ut","Não","62024","Batatais","São Paulo"
"01-MAR-19","Concussao Cerebral","Ser Vivo, Nic","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Metal - Inclui Liga","Não","129760","Cubatão","São Paulo"
"01-MAR-19","Distensao, Torcao","Veiculo Rodoviario M","Não","77308","Vinhedo","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Andaime, Plataforma","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Contusao, Esmagament","Maquina Agricola","Não","20524","Junqueirópolis","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Particulas - nao Ide","Não","20524","Junqueirópolis","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Motocicleta, Motonet","Não","55149","Piedade","São Paulo"
"01-MAR-19","Fratura","Asfalto, Alcatrao, P","Não","24221","Cordeirópolis","São Paulo"
"01-MAR-19","Fratura","Motocicleta, Motonet","Não","195874","Araçatuba","São Paulo"
"01-FEB-19","Fratura","Maquina Textil","Não","71700","Amparo","São Paulo"
"01-MAR-19","Lesao Imediata","Caixa, Engradado, Ca","Não","59371","Nova Odessa","São Paulo"
"01-MAR-19","Corte, Laceracao, Fe","Animal Vivo","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Doenca, Nic","Ser Vivo, Nic","Não","192536","Santa Bárbara d'Oeste","São Paulo"
"01-MAR-19","Fratura","Piso de Edificio - S","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Ser Vivo, Nic","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Fratura","Motocicleta, Motonet","Não","244694","Cotia","São Paulo"
"01-MAR-19","Lesao Imediata, Nic","Veiculo Rodoviario M","Não","12176866","São Paulo","São Paulo"
"01-MAR-19","Contusao, Esmagament","Escada Movel ou Fixa","Não","93488","Caçapava","São Paulo"
"01-MAR-19","Distensao, Torcao","Chao - Superficie Ut","Não","694534","Ribeirão Preto","São Paulo"
"01-MAR-19","Escoriacao, Abrasao","Motocicleta, Motonet","Não","195874","Araçatuba","São Paulo"
"01-MAR-19","Contusao, Esmagament","Motocicleta, Motonet","Não","127123","Valinhos","São Paulo"
"01-FEB-19","Escoriacao, Abrasao","Elevador - Equip. de","Não","303682","Limeira","São Paulo"
"01-MAR-19","Distensao, Torcao","Rua e Estrada - Supe","Não","12176866","São Paulo","São Paulo"
